Province_State,Lat,Long_,Confirmed,Deaths
Colorado,39.0598,-105.3111,1627006,13151
Connecticut,41.5978,-72.7554,873137,11197
Delaware,39.3185,-75.5071,301797,3042
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,165774,1381
Florida,27.7663,-81.6868,7041916,79573
Georgia,33.0406,-83.6431,2852706,39632
Grand Princess,,,103,3
Guam,13.4443,144.7937,57676,389
Hawaii,21.0943,-157.4983,337737,1632
Idaho,44.2405,-114.4788,488067,5107
Illinois,40.3495,-88.9861,3670258,39284
Indiana,39.8494,-86.2583,1887358,24411
Iowa,42.0115,-93.2105,838125,9907
Kansas,38.5266,-96.7265,858896,8958
Kentucky,37.6681,-84.6701,1530726,16665
Louisiana,31.1695,-91.8678,1422451,17843
Maine,44.6939,-69.3819,282106,2508
Maryland,39.0639,-76.8021,1218315,15151
Massachusetts,42.2302,-71.5301,2005250,21390
Michigan,43.3266,-84.5361,2751201,37909
Minnesota,45.6945,-93.9002,1630819,13429
Mississippi,32.7416,-89.6787,904905,12766
Missouri,38.4561,-92.2884,1616829,21440
Montana,46.9219,-110.4544,304169,3504
Nebraska,41.1254,-98.2681,527989,4455
Nevada,38.3135,-117.0554,839651,11375
New Hampshire,43.4525,-71.5639,343491,2657
New Jersey,40.2989,-74.521,2669786,34529
New Mexico,34.8405,-106.2485,609204,8399
New York,42.1657,-74.9481,5971180,71012
North Carolina,35.6301,-79.8064,3098923,25843
North Dakota,47.5289,-99.784,264271,2346
Northern Mariana Islands,15.0979,145.6739,13050,40
Ohio,40.3888,-82.7649,3049546,39726
Oklahoma,35.5653,-96.9289,1163366,16644
Oregon,44.572,-122.0709,875409,8383
Pennsylvania,40.5908,-77.2098,3167638,46596
Puerto Rico,18.2208,-66.5901,918041,4950
Rhode Island,41.6809,-71.5118,416638,3643
South Carolina,33.8569,-80.945,1661020,18245
South Dakota,44.2998,-99.4388,256255,2984
Tennessee,35.7478,-86.6923,2291908,27424
Texas,31.0545,-97.5635,7784295,89883
Utah,40.15,-111.8624,1026812,4968
Vermont,44.0459,-72.7107,139769,707
Virgin Islands,18.3358,-64.8963,22547,122
Virginia,37.7693,-78.17,2028479,21356
Washington,47.4009,-121.4905,1778421,14005
West Virginia,38.4912,-80.9545,578535,7268
Wisconsin,44.2685,-89.6165,1826082,15042
Wyoming,42.756,-107.3025,174213,1877
Alabama,32.3182,-86.9023,1479605,20048
Alaska,61.3707,-152.4044,293076,1338
American Samoa,-14.271,-170.132,8168,34
Arizona,33.7298,-111.4312,2245713,31047
Arkansas,34.9697,-92.3731,928253,11895
California,36.1162,-119.6816,11064324,94720
Colorado,39.0598,-105.3111,1627006,13151
Connecticut,41.5978,-72.7554,872624,11197
Delaware,39.3185,-75.5071,301797,3042
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,165774,1381
Florida,27.7663,-81.6868,7041916,79573
Georgia,33.0406,-83.6431,2852706,39632
Grand Princess,,,103,3
Guam,13.4443,144.7937,57676,389
Hawaii,21.0943,-157.4983,337737,1632
Idaho,44.2405,-114.4788,488067,5107
Illinois,40.3495,-88.9861,3670258,39284
Indiana,39.8494,-86.2583,1887358,24378
Iowa,42.0115,-93.2105,838125,9907
Kansas,38.5266,-96.7265,858896,8958
Kentucky,37.6681,-84.6701,1530726,16665
Louisiana,31.1695,-91.8678,1422451,17843
Maine,44.6939,-69.3819,281807,2507
Maryland,39.0639,-76.8021,1218315,15151
Massachusetts,42.2302,-71.5301,2005250,21390
Michigan,43.3266,-84.5361,2751201,37909
Minnesota,45.6945,-93.9002,1630819,13429
Mississippi,32.7416,-89.6787,904905,12766
Missouri,38.4561,-92.2884,1616829,21440
Montana,46.9219,-110.4544,304169,3504
Nebraska,41.1254,-98.2681,527989,4455
Nevada,38.3135,-117.0554,839651,11375
New Hampshire,43.4525,-71.5639,343491,2657
New Jersey,40.2989,-74.521,2666991,34520
New Mexico,34.8405,-106.2485,609204,8399
New York,42.1657,-74.9481,5968690,71012
North Carolina,35.6301,-79.8064,3098923,25843
North Dakota,47.5289,-99.784,264222,2346
Northern Mariana Islands,15.0979,145.6739,13050,40
Ohio,40.3888,-82.7649,3049546,39718
Oklahoma,35.5653,-96.9289,1163366,16644
Oregon,44.572,-122.0709,875409,8383
Pennsylvania,40.5908,-77.2098,3167638,46596
Puerto Rico,18.2208,-66.5901,915685,4940
Rhode Island,41.6809,-71.5118,416638,3643
South Carolina,33.8569,-80.945,1661020,18245
South Dakota,44.2998,-99.4388,256255,2984
Tennessee,35.7478,-86.6923,2289926,27424
Texas,31.0545,-97.5635,7784123,89882
Utah,40.15,-111.8624,1026812,4968
Vermont,44.0459,-72.7107,139769,707
Virgin Islands,18.3358,-64.8963,22547,122
Virginia,37.7693,-78.17,2028479,21356
Washington,47.4009,-121.4905,1778421,14005
West Virginia,38.4912,-80.9545,578535,7268
Wisconsin,44.2685,-89.6165,1826082,15042
Wyoming,42.756,-107.3025,174213,1877
Alabama,32.3182,-86.9023,1633743,20899
Alaska,61.3707,-152.4044,305846,1473
American Samoa,-14.271,-170.132,8320,34
Arizona,33.7298,-111.4312,2407765,33003
Arkansas,34.9697,-92.3731,1002171,12952
California,36.1162,-119.6816,12063166,100491
Colorado,39.0598,-105.3111,1757037,14105
Connecticut,41.5978,-72.7554,973402,12086
Delaware,39.3185,-75.5071,328915,3308
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,177215,1426
Florida,27.7663,-81.6868,7516906,86294
Georgia,33.0406,-83.6431,3049248,42245
Grand Princess,,,103,3
Guam,13.4443,144.7937,60947,419
Hawaii,21.0943,-157.4983,379100,1822
Idaho,44.2405,-114.4788,517540,5389
Illinois,40.3495,-88.9861,4050952,41335
Indiana,39.8494,-86.2583,2038725,25998
Iowa,42.0115,-93.2105,898762,10653
Kansas,38.5266,-96.7265,932517,10029
Kentucky,37.6681,-84.6701,1708442,18055
Louisiana,31.1695,-91.8678,1560627,18666
Maine,44.6939,-69.3819,314118,2908
Maryland,39.0639,-76.8021,1356871,16408
Massachusetts,42.2302,-71.5301,2211790,24029
Michigan,43.3266,-84.5361,3043192,41868
Minnesota,45.6945,-93.9002,1766860,14742
Mississippi,32.7416,-89.6787,984614,13296
Missouri,38.4561,-92.2884,1759717,22713
Montana,46.9219,-110.4544,327877,3648
Nebraska,41.1254,-98.2681,563028,4827
Nevada,38.3135,-117.0554,886694,11903
New Hampshire,43.4525,-71.5639,375922,2973
New Jersey,40.2989,-74.521,3031258,35918
New Mexico,34.8405,-106.2485,667506,9012
New York,42.1657,-74.9481,6758560,76956
North Carolina,35.6301,-79.8064,3449973,28294
North Dakota,47.5289,-99.784,285798,2459
Northern Mariana Islands,15.0979,145.6739,13605,41
Ohio,40.3888,-82.7649,3373859,41745
Oklahoma,35.5653,-96.9289,1281551,17827
Oregon,44.572,-122.0709,956770,9296
Pennsylvania,40.5908,-77.2098,3502122,50055
Puerto Rico,18.2208,-66.5901,1095571,5771
Rhode Island,41.6809,-71.5118,458256,3849
South Carolina,33.8569,-80.945,1823413,19393
South Dakota,44.2998,-99.4388,276655,3167
Tennessee,35.7478,-86.6923,2505292,29173
Texas,31.0545,-97.5635,8417995,93043
Utah,40.15,-111.8624,1085507,5273
Vermont,44.0459,-72.7107,151477,910
Virgin Islands,18.3358,-64.8963,24705,130
Virginia,37.7693,-78.17,2276356,23599
Washington,47.4009,-121.4905,1920195,15568
West Virginia,38.4912,-80.9545,639246,7926
Wisconsin,44.2685,-89.6165,1995763,16262
Wyoming,42.756,-107.3025,184505,1996
Alabama,32.3182,-86.9023,449086,7172
Alaska,61.3707,-152.4044,53692,261
American Samoa,-14.271,-170.132,0,0
Arizona,33.7298,-111.4312,738561,12643
Arkansas,34.9697,-92.3731,288964,4742
California,36.1162,-119.6816,3307442,38234
Colorado,39.0598,-105.3111,409401,5868
Connecticut,41.5978,-72.7554,247339,6976
Delaware,39.3185,-75.5071,75832,1283
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,35865,895
Florida,27.7663,-81.6868,1676171,25833
Georgia,33.0406,-83.6431,885605,13643
Grand Princess,,,103,3
Guam,13.4443,144.7937,7568,129
Hawaii,21.0943,-157.4983,26164,404
Idaho,44.2405,-114.4788,161212,1714
Illinois,40.3495,-88.9861,1112181,20949
Indiana,39.8494,-86.2583,617176,11137
Iowa,42.0115,-93.2105,316114,4500
Kansas,38.5266,-96.7265,274437,3740
Kentucky,37.6681,-84.6701,352934,3542
Louisiana,31.1695,-91.8678,392416,8688
Maine,44.6939,-69.3819,38170,562
Maryland,39.0639,-76.8021,346559,6996
Massachusetts,42.2302,-71.5301,509503,12095
Michigan,43.3266,-84.5361,604233,15314
Minnesota,45.6945,-93.9002,457317,6192
Mississippi,32.7416,-89.6787,268672,5917
Missouri,38.4561,-92.2884,524857,7018
Montana,46.9219,-110.4544,92531,1201
Nebraska,41.1254,-98.2681,188784,1917
Nevada,38.3135,-117.0554,273873,4134
New Hampshire,43.4525,-71.5639,63886,1006
New Jersey,40.2989,-74.521,676537,21220
New Mexico,34.8405,-106.2485,171047,3198
New York,42.1657,-74.9481,1369072,42699
North Carolina,35.6301,-79.8064,733010,8915
North Dakota,47.5289,-99.784,96716,1441
Northern Mariana Islands,15.0979,145.6739,132,2
Ohio,40.3888,-82.7649,878284,17001
Oklahoma,35.5653,-96.9289,379789,3388
Oregon,44.572,-122.0709,140063,1924
Pennsylvania,40.5908,-77.2098,826760,21111
Puerto Rico,18.2208,-66.5901,92244,1794
Rhode Island,41.6809,-71.5118,113009,2303
South Carolina,33.8569,-80.945,427231,6673
South Dakota,44.2998,-99.4388,107608,1739
Tennessee,35.7478,-86.6923,710044,9316
Texas,31.0545,-97.5635,2342856,35955
Utah,40.15,-111.8624,340684,1620
Vermont,44.0459,-72.7107,11379,172
Virgin Islands,18.3358,-64.8963,2373,24
Virginia,37.7693,-78.17,488553,6228
Washington,47.4009,-121.4905,305289,4211
West Virginia,38.4912,-80.9545,117775,1953
Wisconsin,44.2685,-89.6165,585600,6302
Wyoming,42.756,-107.3025,51368,596
Alabama,32.3182,-86.9023,1633743,20899
Alaska,61.3707,-152.4044,306623,1486
American Samoa,-14.271,-170.132,8320,34
Arizona,33.7298,-111.4312,2407765,33003
Arkansas,34.9697,-92.3731,1002171,12952
California,36.1162,-119.6816,12074388,100491
Colorado,39.0598,-105.3111,1758135,14105
Connecticut,41.5978,-72.7554,973527,12086
Delaware,39.3185,-75.5071,328915,3308
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,177215,1426
Florida,27.7663,-81.6868,7516906,86294
Georgia,33.0406,-83.6431,3049248,42245
Grand Princess,,,103,3
Guam,13.4443,144.7937,60957,420
Hawaii,21.0943,-157.4983,379100,1822
Idaho,44.2405,-114.4788,517540,5389
Illinois,40.3495,-88.9861,4050952,41335
Indiana,39.8494,-86.2583,2038725,25998
Iowa,42.0115,-93.2105,898762,10653
Kansas,38.5266,-96.7265,932573,10029
Kentucky,37.6681,-84.6701,1708442,18055
Louisiana,31.1695,-91.8678,1560627,18666
Maine,44.6939,-69.3819,315068,2917
Maryland,39.0639,-76.8021,1357408,16411
Massachusetts,42.2302,-71.5301,2211790,24029
Michigan,43.3266,-84.5361,3049739,41957
Minnesota,45.6945,-93.9002,1766860,14742
Mississippi,32.7416,-89.6787,984614,13296
Missouri,38.4561,-92.2884,1769468,22753
Montana,46.9219,-110.4544,327877,3648
Nebraska,41.1254,-98.2681,563025,4828
Nevada,38.3135,-117.0554,886694,11903
New Hampshire,43.4525,-71.5639,375922,2973
New Jersey,40.2989,-74.521,3035281,35931
New Mexico,34.8405,-106.2485,668109,9016
New York,42.1657,-74.9481,6770551,76990
North Carolina,35.6301,-79.8064,3449973,28294
North Dakota,47.5289,-99.784,285951,2459
Northern Mariana Islands,15.0979,145.6739,13605,41
Ohio,40.3888,-82.7649,3373859,41745
Oklahoma,35.5653,-96.9289,1281551,17827
Oregon,44.572,-122.0709,956770,9296
Pennsylvania,40.5908,-77.2098,3502122,50055
Puerto Rico,18.2208,-66.5901,1095639,5774
Rhode Island,41.6809,-71.5118,458256,3849
South Carolina,33.8569,-80.945,1827620,19490
South Dakota,44.2998,-99.4388,276655,3167
Tennessee,35.7478,-86.6923,2506371,29181
Texas,31.0545,-97.5635,8418462,93047
Utah,40.15,-111.8624,1085507,5273
Vermont,44.0459,-72.7107,151477,910
Virgin Islands,18.3358,-64.8963,24736,130
Virginia,37.7693,-78.17,2282206,23630
Washington,47.4009,-121.4905,1920195,15568
West Virginia,38.4912,-80.9545,639246,7926
Wisconsin,44.2685,-89.6165,1996460,16272
Wyoming,42.756,-107.3025,184816,1998
Alabama,32.3182,-86.9023,445909,6896
Alaska,61.3707,-152.4044,53510,260
American Samoa,-14.271,-170.132,0,0
Arizona,33.7298,-111.4312,732643,12448
Arkansas,34.9697,-92.3731,287187,4690
California,36.1162,-119.6816,3289770,37541
Colorado,39.0598,-105.3111,407970,5857
Connecticut,41.5978,-72.7554,244899,6934
Delaware,39.3185,-75.5071,75490,1276
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,35700,888
Florida,27.7663,-81.6868,1667763,25673
Georgia,33.0406,-83.6431,879221,13482
Grand Princess,,,103,3
Guam,13.4443,144.7937,7566,129
Hawaii,21.0943,-157.4983,26030,401
Idaho,44.2405,-114.4788,160592,1688
Illinois,40.3495,-88.9861,1108430,20853
Indiana,39.8494,-86.2583,614946,11087
Iowa,42.0115,-93.2105,315002,4492
Kansas,38.5266,-96.7265,271269,3646
Kentucky,37.6681,-84.6701,350519,3495
Louisiana,31.1695,-91.8678,388562,8621
Maine,44.6939,-69.3819,37710,558
Maryland,39.0639,-76.8021,344620,6963
Massachusetts,42.2302,-71.5301,506183,12027
Michigan,43.3266,-84.5361,602168,15305
Minnesota,45.6945,-93.9002,456490,6174
Mississippi,32.7416,-89.6787,266598,5852
Missouri,38.4561,-92.2884,522677,6984
Montana,46.9219,-110.4544,92160,1185
Nebraska,41.1254,-98.2681,188122,1905
Nevada,38.3135,-117.0554,272853,4088
New Hampshire,43.4525,-71.5639,63367,994
New Jersey,40.2989,-74.521,671781,21105
New Mexico,34.8405,-106.2485,170296,3171
New York,42.1657,-74.9481,1358707,42537
North Carolina,35.6301,-79.8064,727423,8776
North Dakota,47.5289,-99.784,96572,1440
Northern Mariana Islands,15.0979,145.6739,132,2
Ohio,40.3888,-82.7649,872918,16922
Oklahoma,35.5653,-96.9289,377079,3323
Oregon,44.572,-122.0709,139355,1904
Pennsylvania,40.5908,-77.2098,821184,20895
Puerto Rico,18.2208,-66.5901,92069,1783
Rhode Island,41.6809,-71.5118,112396,2296
South Carolina,33.8569,-80.945,423667,6578
South Dakota,44.2998,-99.4388,107380,1705
Tennessee,35.7478,-86.6923,707324,9162
Texas,31.0545,-97.5635,2323282,35502
Utah,40.15,-111.8624,338675,1613
Vermont,44.0459,-72.7107,11285,171
Virgin Islands,18.3358,-64.8963,2373,24
Virginia,37.7693,-78.17,483326,6174
Washington,47.4009,-121.4905,303482,4167
West Virginia,38.4912,-80.9545,116978,1928
Wisconsin,44.2685,-89.6165,584041,6264
Wyoming,42.756,-107.3025,51152,596
Alabama,32.3182,-86.9023,1359051,19759
Alaska,61.3707,-152.4044,272415,1285
American Samoa,-14.271,-170.132,6505,31
Arizona,33.7298,-111.4312,2125567,30515
Arkansas,34.9697,-92.3731,868219,11589
California,36.1162,-119.6816,10157204,92303
Colorado,39.0598,-105.3111,1556195,12923
Connecticut,41.5978,-72.7554,832572,11045
Delaware,39.3185,-75.5071,285403,2984
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,157041,1351
Florida,27.7663,-81.6868,6537512,75891
Georgia,33.0406,-83.6431,2647568,38579
Grand Princess,,,103,3
Guam,13.4443,144.7937,52067,372
Hawaii,21.0943,-157.4983,308695,1504
Idaho,44.2405,-114.4788,464094,4981
Illinois,40.3495,-88.9861,3435405,38601
Indiana,39.8494,-86.2583,1775886,23882
Iowa,42.0115,-93.2105,796611,9688
Kansas,38.5266,-96.7265,807169,8952
Kentucky,37.6681,-84.6701,1405062,16172
Louisiana,31.1695,-91.8678,1310829,17418
Maine,44.6939,-69.3819,270331,2419
Maryland,39.0639,-76.8021,1136317,14794
Massachusetts,42.2302,-71.5301,1926543,20953
Michigan,43.3266,-84.5361,2606431,36918
Minnesota,45.6945,-93.9002,1552840,13127
Mississippi,32.7416,-89.6787,836757,12526
Missouri,38.4561,-92.2884,1516865,20947
Montana,46.9219,-110.4544,287145,3445
Nebraska,41.1254,-98.2681,500574,4342
Nevada,38.3135,-117.0554,773841,11039
New Hampshire,43.4525,-71.5639,332364,2586
New Jersey,40.2989,-74.521,2495905,34064
New Mexico,34.8405,-106.2485,564678,7946
New York,42.1657,-74.9481,5622208,69698
North Carolina,35.6301,-79.8064,2867218,25209
North Dakota,47.5289,-99.784,250567,2296
Northern Mariana Islands,15.0979,145.6739,11829,35
Ohio,40.3888,-82.7649,2848453,39065
Oklahoma,35.5653,-96.9289,1076350,15441
Oregon,44.572,-122.0709,813050,7818
Pennsylvania,40.5908,-77.2098,3006257,45766
Puerto Rico,18.2208,-66.5901,780813,4588
Rhode Island,41.6809,-71.5118,403052,3611
South Carolina,33.8569,-80.945,1546406,18033
South Dakota,44.2998,-99.4388,244523,2938
Tennessee,35.7478,-86.6923,2129828,26714
Texas,31.0545,-97.5635,7186022,88538
Utah,40.15,-111.8624,982895,4834
Vermont,44.0459,-72.7107,135668,683
Virgin Islands,18.3358,-64.8963,20960,118
Virginia,37.7693,-78.17,1872624,20630
Washington,47.4009,-121.4905,1666301,13275
West Virginia,38.4912,-80.9545,533213,7064
Wisconsin,44.2685,-89.6165,1728344,14807
Wyoming,42.756,-107.3025,164456,1834
Alabama,32.3182,-86.9023,1359051,19759
Alaska,61.3707,-152.4044,272415,1285
American Samoa,-14.271,-170.132,6505,31
Arizona,33.7298,-111.4312,2125567,30515
Arkansas,34.9697,-92.3731,868384,11589
California,36.1162,-119.6816,10157845,92303
Colorado,39.0598,-105.3111,1557324,12925
Connecticut,41.5978,-72.7554,832913,11045
Delaware,39.3185,-75.5071,285403,2984
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,157041,1351
Florida,27.7663,-81.6868,6537512,75891
Georgia,33.0406,-83.6431,2647568,38579
Grand Princess,,,103,3
Guam,13.4443,144.7937,52067,372
Hawaii,21.0943,-157.4983,308695,1504
Idaho,44.2405,-114.4788,464094,4981
Illinois,40.3495,-88.9861,3435405,38601
Indiana,39.8494,-86.2583,1775886,23882
Iowa,42.0115,-93.2105,796611,9688
Kansas,38.5266,-96.7265,807169,8952
Kentucky,37.6681,-84.6701,1405062,16172
Louisiana,31.1695,-91.8678,1310829,17418
Maine,44.6939,-69.3819,270331,2419
Maryland,39.0639,-76.8021,1136317,14794
Massachusetts,42.2302,-71.5301,1926543,20953
Michigan,43.3266,-84.5361,2606431,36918
Minnesota,45.6945,-93.9002,1552840,13127
Mississippi,32.7416,-89.6787,836757,12526
Missouri,38.4561,-92.2884,1516865,20947
Montana,46.9219,-110.4544,287145,3445
Nebraska,41.1254,-98.2681,500574,4342
Nevada,38.3135,-117.0554,773841,11039
New Hampshire,43.4525,-71.5639,332364,2586
New Jersey,40.2989,-74.521,2495905,34064
New Mexico,34.8405,-106.2485,564678,7946
New York,42.1657,-74.9481,5625004,69698
North Carolina,35.6301,-79.8064,2867218,25209
North Dakota,47.5289,-99.784,250652,2296
Northern Mariana Islands,15.0979,145.6739,11829,35
Ohio,40.3888,-82.7649,2848453,39068
Oklahoma,35.5653,-96.9289,1076350,15441
Oregon,44.572,-122.0709,813050,7818
Pennsylvania,40.5908,-77.2098,3006257,45766
Puerto Rico,18.2208,-66.5901,782449,4590
Rhode Island,41.6809,-71.5118,403052,3611
South Carolina,33.8569,-80.945,1546406,18033
South Dakota,44.2998,-99.4388,244523,2938
Tennessee,35.7478,-86.6923,2131444,26714
Texas,31.0545,-97.5635,7186272,88539
Utah,40.15,-111.8624,982895,4834
Vermont,44.0459,-72.7107,135668,683
Virgin Islands,18.3358,-64.8963,20960,118
Virginia,37.7693,-78.17,1872624,20630
Washington,47.4009,-121.4905,1666301,13275
West Virginia,38.4912,-80.9545,533213,7064
Wisconsin,44.2685,-89.6165,1728344,14807
Wyoming,42.756,-107.3025,164456,1834
Alabama,32.3182,-86.9023,480931,9242
Alaska,61.3707,-152.4044,56411,282
American Samoa,-14.271,-170.132,0,0
Arizona,33.7298,-111.4312,797270,14978
Arkansas,34.9697,-92.3731,313028,5265
California,36.1162,-119.6816,3543966,46817
Colorado,39.0598,-105.3111,429864,5994
Connecticut,41.5978,-72.7554,267337,7381
Delaware,39.3185,-75.5071,83003,1361
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,38918,979
Florida,27.7663,-81.6868,1827373,28779
Georgia,33.0406,-83.6431,964737,15871
Grand Princess,,,103,3
Guam,13.4443,144.7937,7689,130
Hawaii,21.0943,-157.4983,27616,426
Idaho,44.2405,-114.4788,167483,1803
Illinois,40.3495,-88.9861,1162154,22121
Indiana,39.8494,-86.2583,648875,12173
Iowa,42.0115,-93.2105,329258,5236
Kansas,38.5266,-96.7265,288124,4367
Kentucky,37.6681,-84.6701,388798,4282
Louisiana,31.1695,-91.8678,419891,9292
Maine,44.6939,-69.3819,42529,649
Maryland,39.0639,-76.8021,370983,7554
Massachusetts,42.2302,-71.5301,557777,12963
Michigan,43.3266,-84.5361,628956,16119
Minnesota,45.6945,-93.9002,473567,6444
Mississippi,32.7416,-89.6787,287436,6462
Missouri,38.4561,-92.2884,551526,7782
Montana,46.9219,-110.4544,97401,1327
Nebraska,41.1254,-98.2681,197236,2002
Nevada,38.3135,-117.0554,288348,4709
New Hampshire,43.4525,-71.5639,71044,1133
New Jersey,40.2989,-74.521,745987,22454
New Mexico,34.8405,-106.2485,180571,3529
New York,42.1657,-74.9481,1539870,45700
North Carolina,35.6301,-79.8064,821894,10491
North Dakota,47.5289,-99.784,98426,1461
Northern Mariana Islands,15.0979,145.6739,134,2
Ohio,40.3888,-82.7649,939350,18167
Oklahoma,35.5653,-96.9289,414478,4024
Oregon,44.572,-122.0709,150281,2137
